"count"	"b2a"	"b2b"
507	0.415676	0.244949
508	0.475191	0.592509
509	0.416165	0.465776
510	1.115381	0.420982
511	0.359579	0.408942
512	0.401902	0.69418
513	0.514737	0.60323
514	0.679352	0.531731
515	0.393409	0.762112
516	0.356443	0.673229
517	0.690285	0.45313
518	0.311229	0.359234
519	0.596001	1.103964
520	0.671999	0.482102
521	0.764776	0.333543
522	0.733959	0.340196
523	0.477413	0.482725
524	0.660803	0.525387
525	0.813375	0.27842
526	0.711009	0.400324
527	0.589623	0.36946
528	0.824288	0.811638
529	0.837948	0.823807
530	0.858485	0.721079
531	0.724131	0.641223
532	0.892396	0.281896
533	0.69512	0.240979
534	0.550721	0.782078
535	0.643219	0.419306
536	0.341072	0.603801
537	0.53403	0.291559
538	0.267283	0.759794
539	0.344472	0.682907
540	0.323259	0.614434
541	0.454172	0.787258
542	0.464202	0.88985
543	0.970184	0.902813
544	0.652061	0.824969
545	0.605514	0.706764
546	0.882899	0.430971
547	0.635611	0.434354
548	0.202383	0.358543
549	0.648448	0.340055
550	0.690315	0.831601
551	0.656242	0.400918
552	0.768719	0.766083
553	0.991239	0.602046
554	0.763826	0.467715
555	0.878731	0.370296
556	0.56555	0.583293
557	0.528692	0.84558
558	0.531904	0.74896
559	0.575369	0.688018
560	0.432262	0.819806
561	0.493936	0.934369
562	0.478931	0.719496
563	0.96352	0.680827
564	0.64422	0.816814
565	0.320657	0.066448
566	0.605943	0.270856
567	0.773088	0.793262
568	0.452104	0.8866
569	0.540695	0.003539
570	0.254865	0.804376
571	0.319928	0.523465
572	0.488434	0.569665
573	0.813414	0.587908
574	0.627769	0.435332
575	0.546472	0.818255
576	0.583718	0.783154
577	0.610483	0.754921
578	0.394022	0.56768
579	0.369929	0.202771
580	0.900784	0.568973
581	0.667514	0.71317
582	0.483985	0.711799
583	0.495329	0.430417
584	0.189043	0.123555
585	0.428817	0.167575
586	0.429538	0.170803
587	0.442869	0.06308
588	0.399311	-0.097526
589	0.223732	0.002919
590	0.192463	0.964549
591	0.826136	0.608396
592	0.896614	0.724347
593	0.678685	0.630951
594	0.683139	0.764157
595	0.387194	0.703501
596	0.274013	0.798692
597	0.627592	0.560515
598	0.582884	0.720249
599	0.375377	0.442889
600	0.543369	0.84111
601	0.578574	0.491539
602	0.74119	0.574258
603	0.560888	0.793684
604	0.573657	0.721862
605	0.228867	0.875735
606	0.710932	0.524519
607	0.532396	-0.04623
608	0.77429	0.252673
609	0.577843	0.553791
610	0.483016	0.369642
611	0.608213	0.596561
612	0.608955	0.966215
613	0.441257	0.845078
614	0.858017	0.796824
615	0.861975	0.333542
616	0.795424	0.425883
617	0.780339	0.34195
618	1.053972	0.603398
619	0.826881	0.636088
620	0.821346	0.627229
621	1.358275	0.742107
622	0.923496	0.611847
623	0.457745	0.477991
624	0.403638	0.932161
625	0.589796	0.137784
626	0.452073	0.28497
627	0.705894	0.754045
628	0.913325	0.795626
629	0.749629	0.797108
630	0.602916	0.301535
631	0.394811	0.56516
632	0.002541	0.452323
633	0.070216	0.540237
634	0.076862	0.747621
635	0.92897	0.672733
636	0.414478	0.713379
637	0.20596	0.892126
