"count"	"b7a"	"b7b"
1091	2.616317	2.843249
1092	2.667076	2.704896
1093	2.845677	2.875741
1094	3.179152	2.925833
1095	3.567345	2.60692
1096	2.730067	2.402313
1097	3.142016	2.517529
1098	3.196413	2.853333
1099	3.308422	2.331967
1100	3.161667	3.101672
1101	3.353014	3.307039
1102	3.389789	3.187268
1103	3.630315	3.106647
1104	3.708405	3.43543
1105	3.382604	2.764635
1106	3.348139	3.354836
1107	3.29543	2.983373
1108	3.453625	2.044579
1109	3.314297	3.329946
1110	3.384208	4.103941
1111	3.132542	4.394048
1112	3.773424	4.243395
1113	3.554349	3.993686
1114	3.496385	4.508858
1115	3.734517	4.576054
1116	3.315971	4.750656
1117	3.123204	4.930836
1118	3.203529	5.270094
1119	2.976714	5.400365
1120	3.009971	4.179181
1121	3.217039	4.792631
1122	3.152748	4.495501
1123	3.503616	4.46877
1124	3.171204	4.46492
1125	3.470685	4.475184
1126	3.530773	4.167611
1127	3.435878	3.701453
1128	3.424588	3.481718
1129	3.397262	4.255301
1130	3.461804	3.849817
1131	3.416708	3.933198
1132	3.393785	3.612966
1133	3.520416	4.329911
1134	3.454459	4.174585
1135	3.63954	4.16018
1136	3.595506	4.081422
1137	3.328845	3.466275
1138	3.419813	4.782884
1139	3.482493	4.469582
1140	3.370117	3.794855
1141	3.380755	4.26038
1142	3.608041	3.80566
1143	3.680082	4.39133
1144	3.749287	3.447508
1145	3.583617	4.121227
1146	3.545707	4.432974
1147	3.558289	3.619457
1148	3.061809	3.761282
1149	3.567586	4.274901
