"count"	"b2a"	"b2b"
789	0.513373	-6.460621
790	0.744601	-6.260973
791	0.216766	-6.242447
792	0.264305	-6.496762
793	0.032135	-6.529894
794	-0.055249	-5.506791
795	0.776153	0.076021
796	0.740925	3.249893
797	1.294625	-4.806344
798	1.259205	-3.325842
799	1.343955	2.797341
800	1.0772	-1.279848
801	0.095915	0.540886
802	0.504776	6.301936
803	0.507788	6.96625
804	-0.107552	-6.640592
805	1.139781	2.050865
806	0.870607	-3.041916
807	0.622424	-2.789672
808	-0.274553	-7.634264
809	0.490595	-6.940662
810	1.255401	-7.032164
811	0.922405	-7.327509
812	1.044441	-7.182628
813	0.767881	-6.965873
814	0.670964	-6.115721
815	0.470775	-6.728942
816	0.608844	-6.413533
817	0.38788	-6.92434
818	0.714263	-6.301844
819	0.518912	-6.472105
820	0.207332	-6.748492
821	0.204102	-6.227227
822	-0.312529	-8.214252
823	-0.284803	-7.543802
824	0.932194	-7.413129
825	0.016771	-7.069006
826	0.281003	-7.271741
827	0.619351	-7.376105
828	-0.084683	-7.23594
829	0.465004	-7.617972
830	0.089846	-8.012764
831	-0.150794	-12.921516
832	0.40217	13.567968
833	0.772418	1.694461
834	0.44475	-0.426808
835	0.191074	-1.221337
836	0.368662	0.976634
837	0.350258	2.074955
838	0.64792	1.46556
839	0.430567	1.232217
840	0.510596	0.164076
841	0.575424	-0.422639
842	0.576122	1.412721
843	0.964001	-0.076262
844	-0.00601	0.1884
845	0.578517	3.346357
846	0.892866	3.219433
847	0.680301	-0.015964
848	0.907033	-3.473427
849	0.709317	-2.14097
850	0.543969	-5.922173
851	0.536641	-2.544736
852	0.928809	-0.987767
853	0.534556	-0.97981
854	0.839481	-2.025076
855	0.469742	-7.39898
856	0.289762	-5.89211
857	0.188573	-6.155839
858	0.65527	-6.923829
859	0.135039	-6.668764
860	0.005993	-6.755735
861	0.003529	-6.844469
862	0.29593	-6.688386
863	-0.071194	-6.667244
864	0.223857	-6.645882
865	0.373685	-6.251206
866	0.32071	-6.35107
867	0.090449	-6.462432
868	0.146694	-6.50354
869	-0.288322	-6.507791
870	0.302402	-6.68311
871	0.398337	-6.658376
872	0.319531	-6.590725
873	0.155101	-6.686624
874	-0.139889	-7.018229
875	-0.20961	-7.387222
876	0.294406	-6.970655
877	0.455079	-6.536597
878	0.211511	-6.570479
879	-0.024344	-6.486468
880	-0.172941	-6.458341
881	1.31782	-6.102696
882	1.250722	-6.183181
883	-0.242902	-6.218144
884	1.92953	-6.002669
885	3.922933	-6.222796
886	4.355036	-6.382845
887	-9.988447	-6.278049
